village,room,size,direction,price,age,area,position,id
会城门小区,5室1厅,9,北,2990,1987年建板楼,海淀,军博,BJ0004403731
二里庄小区,3室1厅,7,南,2990,1993年建板楼,海淀,二里庄,BJ0004400489
宝盛里,4室1厅,13,南,2990,2001年建板楼,海淀,清河,BJ0004393643
雪芳园,3室1厅,11,南,2990,2014年建板塔结合,海淀,田村,BJ0004393178
观林园,3室1厅,14,南,2990,2008年建板楼,海淀,清河,BJ0004372813
万寿路甲6号院,3室1厅,8,东,3030,1980年建板楼,海淀,万寿路,BJ0004371266
定慧东里,3室1厅,9,东,3060,1990年建板楼,海淀,定慧寺,BJ0004404956
六郎庄新村,3室1厅,9,南,3090,板塔结合,海淀,马连洼,BJ0004339857
清缘东里,3室1厅,11,南,3090,2003年建板楼,海淀,清河,BJ0004394596
大有北里小区,4室1厅,14,南,3130,2000年建板楼,海淀,马连洼,BJ0004404290
建材城东一里,4室1厅,14,南,3190,2002年建板楼,海淀,西三旗,BJ0004386382
景和园,3室1厅,11,南,3230,2011年建板楼,海淀,西北旺,BJ0004348432
恩济里小区,3室1厅,12,南,3260,1995年建板楼,海淀,定慧寺,BJ0004403821
颐源居一期,3室1厅,11,西南,3290,1999年建塔楼,海淀,公主坟,BJ0004397183
颐源居一期,3室1厅,8,西北,3290,1999年建塔楼,海淀,公主坟,BJ0004397184
车道沟南里,2室1厅,9,东,3330,1992年建板楼,海淀,紫竹桥,BJ0004384496
望福园,3室1厅,13,南,3360,2002年建板楼,海淀,四季青,BJ0004402640
定慧东里,3室1厅,9,南,3360,1990年建板楼,海淀,定慧寺,BJ0004342668
闵航路19号院,4室1厅,15,南,3360,板楼,海淀,西山,BJ0004388361
闵航路19号院,4室1厅,14,南,3360,板楼,海淀,西山,BJ0004388363
闵航路19号院,4室1厅,15,南,3360,板楼,海淀,西山,BJ0004388361
闵航路19号院,4室1厅,14,南,3360,板楼,海淀,西山,BJ0004388363
领秀新硅谷1号院,4室1厅,9,东,3390,2012年建板楼,海淀,西二旗,BJ0004401599
翠微中里,2室1厅,12,南,3390,1988年建板楼,海淀,公主坟,BJ0004393172
玉泉路16号院,2室1厅,14,东,3390,1986年建板楼,海淀,玉泉路,BJ0004399940
君安家园东区,4室1厅,19,西,3390,2007年建塔楼,海淀,清河,BJ0004397886
清缘东里,3室1厅,14,北,3390,2003年建板楼,海淀,清河,BJ0004394597
蓟门东里,3室1厅,8,北,3390,1986年建板塔结合,海淀,知春路,BJ0004357125
红联北村,2室1厅,9,北,3490,1993年建板楼,海淀,小西天,BJ0004325611
颐源居一期,3室1厅,8,西南,3490,1999年建塔楼,海淀,公主坟,BJ0004397182
复兴路79号院,3室1厅,19,南,3490,1988年建板楼,海淀,五棵松,BJ0004384581
菊花盛苑,6室1厅,13,南,3530,2002年建板楼,海淀,马连洼,BJ0004394402
三义庙北,3室1厅,8,北,3560,1988年建板楼,海淀,苏州桥,BJ0004405595
索家坟,2室1厅,9,北,3560,1994年建板楼,海淀,新街口,BJ0004398988
普惠南里,3室1厅,11,南,3560,1988年建板楼,海淀,公主坟,BJ0004392519
景和园,3室1厅,13,南,3590,2011年建板楼,海淀,西北旺,BJ0004394963
西直门北大街43号院,4室1厅,11,西,3630,1994年建板楼,海淀,西直门,BJ0004323350
菊花盛苑,6室1厅,13,南,3690,2002年建板楼,海淀,马连洼,BJ0004394400
菊花盛苑,6室1厅,10,北,3690,2002年建板楼,海淀,马连洼,BJ0004394403
菊花盛苑,6室1厅,13,南,3760,2002年建板楼,海淀,马连洼,BJ0004394401
菊花盛苑,6室1厅,23,南,3790,2002年建板楼,海淀,马连洼,BJ0004394405
育新花园,2室1厅,15,东,3790,1996年建塔楼,海淀,西三旗,BJ0004384491
砂轮厂宿舍,2室1厅,15,北,3830,1988年建板楼,海淀,清河,BJ0004383969
红联北村,3室1厅,16,东,3890,1992年建板楼,海淀,小西天,BJ0004382715
红联南村45号院,2室1厅,14,西,3890,1984年建板楼,海淀,新街口,BJ0004400708
万寿路18号院,3室1厅,13,南,3890,1987年建板楼,海淀,公主坟,BJ0004394226
都景苑,3室1厅,12,南,3990,2001年建塔楼,海淀,牡丹园,BJ0004357124
颐慧佳园,3室1厅,16,北,4090,2007年建板楼,海淀,四季青,BJ0004275283
铁西小区,1室0厅,33,东 北,4100,1990年建板楼,海淀,军博,101103000000
索家坟,3室1厅,12,南,4160,1985年建板楼,海淀,新街口,BJ0004391382
罗庄东里,3室1厅,10,南,4190,1993年建板楼,海淀,知春路,BJ0004359095
田村路19号院,1室0厅,36,南,4200,1986年建板楼,海淀,田村,101103000000
玉泉路16号院,2室1厅,48,南 北,4200,1986年建板楼,海淀,玉泉路,101103000000
小南庄社区,2室1厅,13,南,4260,1995年建板楼,海淀,苏州桥,BJ0004349156
学院南路15号院,3室1厅,10,北,4260,2000年建塔楼,海淀,皂君庙,BJ0004393875
安河家园,1室1厅,47,东,4290,随时看房,海淀,海淀其它,BJ0004391570
皂君东里,2室1厅,15,南,4290,1990年建板楼,海淀,皂君庙,BJ0004321597
西晴公寓,3室1厅,10,东,4390,2000年建板塔结合,海淀,西直门,BJ0004384311
西晴公寓,3室1厅,10,东,4390,2000年建板塔结合,海淀,西直门,BJ0004384311
安宁佳园,1室0厅,38,南,4400,2007年建塔楼,海淀,安宁庄,101103000000
碧兴园,4室1厅,12,南,4460,2003年建塔楼,海淀,知春路,BJ0004397870
安宁佳园,1室0厅,36,北,4500,2007年建塔楼,海淀,安宁庄,101103000000
红旗村6号院,1室1厅,42,南,4500,1986年建板楼,海淀,西山,101103000000
润生园,1室1厅,53,南,4500,2008年建板楼,海淀,西三旗,101103000000
加气混凝土厂宿舍,1室1厅,40,南,4500,1989年建板楼,海淀,清河,101103000000
常秀家园,1室1厅,55,南 北,4600,1994年建板楼,海淀,西三旗,101103000000
永泰东里,1室1厅,47,南,4600,2000年建板楼,海淀,清河,101103000000
领秀新硅谷1号院,4室1厅,16,西,4630,2012年建板楼,海淀,西二旗,BJ0004401598
北洼东里,2室1厅,10,东,4660,1998年建塔楼,海淀,紫竹桥,BJ0004399593
华尔街观典,1室0厅,37,北,4700,2006年建板塔结合,海淀,六里桥,101103000000
皂君东里,2室1厅,14,南,4760,1992年建板楼,海淀,皂君庙,BJ0004327848
蓟门东里,3室1厅,15,南,4760,1986年建板塔结合,海淀,知春路,BJ0004389141
倒座庙,2室1厅,15,南,4760,1983年建板楼,海淀,苏州桥,BJ0004362010
育新花园,1室1厅,48,西南,4800,1995年建板楼,海淀,西三旗,101103000000
万寿路1号院,1室1厅,34,南,4900,1986年建板楼,海淀,万寿路,101103000000
吴家村路10号院,1室1厅,49,东南,4900,1998年建板楼,海淀,六里桥,101103000000
双榆树东里,2室1厅,10,南,4930,1996年建板塔结合,海淀,双榆树,BJ0004389836
安河家园,1室1厅,66,东,4990,随时看房,海淀,海淀其它,BJ0004394984
观澳园,1室0厅,41,南,5000,2005年建板楼,海淀,清河,101103000000
清上园,1室0厅,46,南,5000,2003年建板塔结合,海淀,安宁庄,101103000000
辉煌国际,1房间0卫,45,北,5000,2007年建塔楼,海淀,上地,101103000000
定慧西里,1室1厅,40,东 南 北,5000,1990年建板楼,海淀,定慧寺,101103000000
安河家园,1室1厅,71,南,5090,板楼,海淀,海淀其它,BJ0004392119
西山国际城,2房间1卫,31,西,5100,2011年建板塔结合,海淀,田村,101103000000
西山国际城,2房间1卫,31,西,5100,2011年建板塔结合,海淀,田村,101103000000
普惠南里,1室1厅,37,南,5100,1989年建板楼,海淀,公主坟,101103000000
燕清源,1室0厅,42,南,5200,2005年建板塔结合,海淀,清河,101103000000
新康园,1室1厅,67,北,5200,2003年建塔楼,海淀,西三旗,101103000000
SOCO公社,2房间1卫,56,南,5200,2011年建塔楼,海淀,西三旗,101103000000
育新花园,1室1厅,51,南,5260,1995年建板楼,海淀,西三旗,BJ0004384465
科育小区,2室1厅,13,南,5390,1976年建板楼,海淀,中关村,BJ0004398567
丝绸厂宿舍,2室1厅,50,西北,5400,1986年建板楼,海淀,安宁庄,101103000000
志新村,1室1厅,42,南,5500,1994年建板楼,海淀,二里庄,101103000000
轮胎厂宿舍,2室1厅,71,南 北,5500,1998年建板楼,海淀,西三旗,101103000000
复兴路61号院,1室1厅,40,南,5500,1983年建板楼,海淀,万寿路,101103000000
红联南村,1室1厅,42,南,5500,1984年建板楼,海淀,新街口,101103000000
翠微中里,1室1厅,49,东,5500,1995年建塔楼,海淀,公主坟,101103000000
常秀家园,2室1厅,54,南 北,5500,1995年建板楼,海淀,西三旗,101103000000
西三环北路105号院,1室1厅,44,南,5500,1994年建板楼,海淀,定慧寺,101103000000
志强南园,1室1厅,45,南,5500,1987年建塔楼,海淀,新街口,101103000000
二里庄小区,1室1厅,47,东南,5600,1994年建塔楼,海淀,二里庄,101103000000
展春园,1室1厅,41,南,5700,1984年建板楼,海淀,五道口,101103000000
牡丹园东里,1室1厅,49,南,5700,1996年建塔楼,海淀,牡丹园,101103000000
常秀家园,1室1厅,45,南,5730,1994年建板楼,海淀,西三旗,BJ0004394573
六里屯三区,1室1厅,54,东,5760,距离16号线永丰南站1155米,海淀,海淀北部新区,BJ0004403665
翠微东里,1室1厅,42,南,5790,1988年建塔楼,海淀,公主坟,BJ0004399331
宝盛北里,1室1厅,62,南 北,5800,2004年建板楼,海淀,清河,101103000000
文慧园10号院,2室1厅,56,南,5800,1980年建板楼,海淀,新街口,101103000000
新康园,2室1厅,73,西,5800,2003年建塔楼,海淀,西三旗,101103000000
当代城市家园,1室1厅,44,南,5890,2002年建板塔结合,海淀,上地,BJ0004398870
水岸温泉,2室1厅,89,南,5890,随时看房,海淀,海淀北部新区,BJ0004392217
二里庄小区,1室1厅,49,东,5890,1993年建板楼,海淀,二里庄,BJ0004383400
北坞嘉园北里,1室1厅,57,南,5930,2010年建板楼,海淀,颐和园,BJ0004351936
当代城市家园,1室1厅,57,南,5990,2002年建板塔结合,海淀,上地,BJ0004401687
六建,2室1厅,58,南 北,6000,1980年建板楼,海淀,五棵松,101103000000
永泰东里,2室1厅,58,东 西,6000,1998年建板楼,海淀,清河,101103000000
上地东里,1室1厅,48,南,6000,1993年建板楼,海淀,上地,101103000000
小南庄社区,1室1厅,42,北,6000,1991年建板楼,海淀,苏州桥,101103000000
颐丰庄园,2室2厅,107,南 北,6000,2011年建板楼,海淀,海淀北部新区,101103000000
定慧福里,1房间1卫,50,东,6000,2009年建塔楼,海淀,定慧寺,101103000000
万泉庄1号院,1室1厅,45,西南,6000,1984年建板楼,海淀,苏州桥,101103000000
烟树园,1室1厅,64,东南 西南,6000,2003年建塔楼,海淀,世纪城,101103000000
苏州街77号院,1室1厅,31,西北,6000,1989年建板楼,海淀,苏州桥,101103000000
莱圳家园,1室1厅,70,西,6000,2012年建板楼,海淀,清河,101103000000
海淀大街25号,1室1厅,39,南,6000,1990年建板楼,海淀,苏州桥,101103000000
门头馨村,2室2厅,90,南 北,6000,2008年建板楼,海淀,西山,101103000000
永泰庄北路23号院,1室1厅,49,南,6090,1998年建板楼,海淀,清河,BJ0004277039
太平路42号院,2室1厅,56,南,6130,1989年建板楼,海淀,五棵松,BJ0004333733
北三环中路43号院,1室1厅,36,南,6190,1992年建板楼,海淀,马甸,BJ0004400960
育新花园,1室1厅,47,东,6190,1996年建板楼,海淀,西三旗,BJ0004390786
甘家口小区,1室1厅,43,南,6200,1996年建板塔结合,海淀,甘家口,101103000000
圆明园西路3号院,2室1厅,57,南,6200,1997年建板楼,海淀,马连洼,101103000000
新康园,2室1厅,81,东南 西南 西北,6200,2003年建塔楼,海淀,西三旗,101103000000
亮甲店小区,2室1厅,62,南 北,6300,1998年建板楼,海淀,定慧寺,101103000000
当代城市家园,1室1厅,69,南,6490,2002年建板楼,海淀,上地,BJ0004399149
大慧寺21号院,1室1厅,38,西,6490,1990年建板楼,海淀,白石桥,BJ0004355849
永泰东里,2室1厅,59,南,6490,1998年建板楼,海淀,清河,BJ0004389831
蜂鸟家园,1室0厅,47,北,6500,2004年建板楼,海淀,万柳,101103000000
新康园,2室1厅,91,南,6500,2003年建塔楼,海淀,西三旗,101103000000
昌运宫9号院,2室1厅,53,南,6500,1984年建板楼,海淀,紫竹桥,101103000000
北航家属院,1室1厅,44,南,6500,1995年建板楼,海淀,知春路,101103000000
西三环北路86号院,2室1厅,51,东 西,6500,1996年建板楼,海淀,甘家口,101103000000
八里庄北里,2室1厅,62,南 北,6500,1997年建板楼,海淀,定慧寺,101103000000
蜂鸟家园,1室0厅,46,南,6500,2004年建板楼,海淀,万柳,101103000000
文慧园15号16公寓,1室0厅,58,东,6500,2004年建塔楼,海淀,新街口,101103000000
八里庄北里,2室1厅,53,东 西,6600,1997年建板楼,海淀,定慧寺,101103000000
十一教工楼,2室1厅,52,南 北,6600,1988年建板楼,海淀,玉泉路,101103000000
毛纺住宅北小区,2室1厅,59,东,6690,1992年建板楼,海淀,安宁庄,BJ0004390714
科源小区,2室1厅,64,东 西,6700,1992年建板楼,海淀,五道口,101103000000
交大东路31号院,2室1厅,54,东 南 北,6800,1980年建板楼,海淀,西直门,101103000000
稻香园,1室1厅,52,东,6800,1992年建板塔结合,海淀,苏州桥,101103000000
华清嘉园,1室0厅,37,西南,6800,2002年建塔楼,海淀,五道口,101103000000
今典花园,1室1厅,55,东,6800,1999年建塔楼,海淀,小西天,101103000000
知春路52号院,1室1厅,46,南,6800,1993年建塔楼,海淀,知春路,101103000000
复兴路甲49号,2室1厅,65,南,6800,1964年建板楼,海淀,公主坟,101103000000
复兴路61号院,2室1厅,65,南 北,6800,1980年建板楼,海淀,万寿路,101103000000
蜂鸟家园,1室1厅,49,北,6800,2004年建板楼,海淀,万柳,101103000000
加气混凝土厂宿舍,2室1厅,57,南,6890,1981年建板楼,海淀,清河,BJ0004401813
安宁里,2室1厅,66,南,6930,1996年建板楼,海淀,安宁庄,BJ0004349449
蜂鸟家园,1室1厅,43,北,6990,2004年建板楼,海淀,万柳,BJ0004403767
蜂鸟家园,1室1厅,47,北,6990,2004年建板楼,海淀,万柳,BJ0004398035
首师大附中宿舍楼,2室1厅,54,南 北,7000,1990年建板楼,海淀,定慧寺,101103000000
骚子营,3室1厅,75,南 北,7000,1991年建板楼,海淀,颐和园,101103000000
秋露园,2室1厅,76,南 北,7000,2004年建板楼,海淀,西北旺,101103000000
北洼路44号院,2室1厅,56,南 北,7000,1980年建板楼,海淀,定慧寺,101103000000
京投银泰琨御府,2房间1卫,44,南,7000,2015年建板楼,海淀,四季青,101103000000
北三环中路43号院,2室1厅,72,东,7000,1990年建板塔结合,海淀,马甸,101103000000
紫竹院98号院,2室1厅,51,南,7000,1993年建板楼,海淀,紫竹桥,101103000000
中湾国际,1室0厅,37,北,7000,2007年建塔楼,海淀,苏州桥,101103000000
碧森里,2室1厅,90,南 北,7000,2004年建板楼,海淀,田村,101103000000
阜成路北三街5号院,2室1厅,60,东,7000,1995年建板楼,海淀,甘家口,101103000000
秋露园,2室1厅,77,南 北,7000,2004年建板楼,海淀,西北旺,101103000000
北无宿舍,2室1厅,51,南,7090,1982年建板楼,海淀,紫竹桥,BJ0004388370
知春里,1室1厅,51,南,7100,1987年建塔楼,海淀,双榆树,101103000000
门头馨园,2室1厅,89,南,7190,随时看房,海淀,西山,BJ0004399936
七贤村,2室1厅,62,南 北,7200,1986年建板楼,海淀,紫竹桥,101103000000
北坞嘉园西里,2室2厅,86,南 北,7200,随时看房,海淀,颐和园,101103000000
半导体宿舍,2室1厅,62,南 北,7200,1995年建板楼,海淀,学院路,101103000000
中湾国际,1室0厅,37,北,7200,2007年建塔楼,海淀,苏州桥,101103000000
明光村小区,2室1厅,49,西,7220,1994年建塔楼,海淀,西直门,BJ0004393729
海淀南路,1室1厅,48,南,7260,1988年建塔楼,海淀,苏州桥,BJ0004353912
龙翔路小区,2室1厅,57,南 北,7300,1998年建板楼,海淀,牡丹园,101103000000
北无宿舍,2室1厅,52,南,7390,1985年建板楼,海淀,紫竹桥,BJ0004405751
大件厂宿舍,2室1厅,46,东,7390,1995年建板楼,海淀,公主坟,BJ0004401607
文慧园15号16公寓,1室1厅,52,北,7390,2004年建塔楼,海淀,新街口,BJ0004275930
蓟门北里,1室1厅,41,南,7390,1988年建板楼,海淀,知春路,BJ0004390216
三义庙北,1室1厅,48,南,7430,1986年建板楼,海淀,苏州桥,BJ0004405604
三义庙北,1室1厅,48,南,7430,1986年建板楼,海淀,苏州桥,BJ0004405604
明光北里,2室1厅,43,南,7490,1978年建板楼,海淀,皂君庙,BJ0004347829
石油大院,2室1厅,65,南 北,7500,1982年建板楼,海淀,二里庄,101103000000
五福玲珑居,2室1厅,70,南 北,7500,精装修,海淀,四季青,101103000000
太平路48号院,2室1厅,80,南 北,7500,1999年建板楼,海淀,玉泉路,101103000000
罗庄东里,2室1厅,57,南 北,7500,1993年建板楼,海淀,知春路,101103000000
华清嘉园,1室0厅,51,西,7500,2002年建塔楼,海淀,五道口,101103000000
京泉馨苑东里,2室1厅,92,南 北,7500,2012年建板楼,海淀,西山,101103000000
芙蓉里,1室1厅,46,南,7500,1985年建板楼,海淀,圆明园,101103000000
厂洼小区,2室1厅,61,南,7500,1990年建板楼,海淀,厂洼,101103000000
梅园,2室1厅,55,南,7530,1995年建板楼,海淀,马连洼,BJ0004400254
永达逸家,2室1厅,101,南,7590,2004年建板塔结合,海淀,田村,BJ0004392085
定慧西里,2室1厅,59,西北,7790,1990年建塔楼,海淀,定慧寺,BJ0004392632
望塔园,2室1厅,76,西南,7800,2001年建塔楼,海淀,四季青,101103000000
高梁桥斜街丙40号院,2室1厅,61,南 西 北,7800,1992年建板塔结合,海淀,西直门,101103000000
华清嘉园,1室1厅,37,西南,7890,2002年建塔楼,海淀,五道口,BJ0004394501
中国房子,2室1厅,113,南 北,8000,2004年建板楼,海淀,田村,101103000000
暂安处,2室1厅,83,南 北,8000,1998年建板楼,海淀,五道口,101103000000
清上园,2室2厅,109,南 北,8000,2005年建板塔结合,海淀,安宁庄,101103000000
厂洼小区,2室1厅,52,南,8060,1988年建板楼,海淀,厂洼,BJ0004373384
今典花园,2室1厅,68,东,8200,1999年建塔楼,海淀,小西天,101103000000
农科院,2室1厅,56,南 北,8200,1985年建板楼,海淀,皂君庙,101103000000
永定路西里,3室1厅,112,东南,8200,1997年建板塔结合,海淀,五棵松,101103000000
皂君庙丙4号院,2室1厅,57,南 北,8200,2000年建板楼,海淀,皂君庙,101103000000
海淀南路,2室1厅,61,东南,8200,1989年建塔楼,海淀,苏州桥,101103000000
罗庄西里,2室1厅,64,南 北,8300,1992年建板楼,海淀,知春路,101103000000
翠微路甲10号院,1房间1卫,44,南,8500,2013年建板楼,海淀,公主坟,101103000000
北京理工大学家属区,2室1厅,58,南 北,8500,1995年建板楼,海淀,魏公村,101103000000
金夕园,2室1厅,90,西,8500,2003年建塔楼,海淀,世纪城,101103000000
北洼东里,3室1厅,85,东 西 北,8500,1998年建塔楼,海淀,紫竹桥,101103000000
科育小区,2室1厅,47,南 北,8500,1976年建板楼,海淀,中关村,101103000000
科育小区,2室1厅,55,南,8500,1989年建板楼,海淀,中关村,101103000000
皂君东里,2室1厅,54,南,8520,1986年建板楼,海淀,皂君庙,BJ0004403183
皂君东里,2室1厅,53,南,8660,1983年建板楼,海淀,皂君庙,BJ0004391944
玉兰园,3室1厅,73,南 北,8700,1997年建板楼,海淀,马甸,101103000000
文津国际酒店,1室1厅,57,南,8700,2007年建塔楼,海淀,五道口,101103000000
橡树湾,1室1厅,94,南,8760,2009年建板楼,海淀,清河,BJ0004397486
橡树湾,1室1厅,94,南,8760,2009年建板楼,海淀,清河,BJ0004397486
华清嘉园,2室1厅,73,东,8800,2000年建塔楼,海淀,五道口,101103000000
橡树湾,2室2厅,85,东 西,8800,2007年建板塔结合,海淀,清河,101103000000
文慧园15号16公寓,2室1厅,76,南,8990,2004年建塔楼,海淀,新街口,BJ0004403230
润千秋佳苑,2室1厅,82,西,8990,2005年建板楼,海淀,西北旺,BJ0004390450
新起点嘉园,1室1厅,71,西南,9000,2003年建塔楼,海淀,万柳,101103000000
郦城三区,2室1厅,87,西南,9000,2005年建板塔结合,海淀,四季青,101103000000
索家坟,2室1厅,84,南,9000,1998年建板塔结合,海淀,新街口,101103000000
晨月园,2室1厅,98,西南,9000,2007年建塔楼,海淀,世纪城,101103000000
建设部大院,2室1厅,66,东 西 北,9000,1989年建塔楼,海淀,甘家口,101103000000
文津国际酒店,1室0厅,57,西,9000,2007年建塔楼,海淀,五道口,101103000000
中湾国际,1室1厅,62,南,9190,2007年建塔楼,海淀,苏州桥,BJ0004392841
紫金庄园,2室1厅,82,东南,9200,1998年建塔楼,海淀,苏州桥,101103000000
蓟门东里,3室1厅,73,东北,9200,1986年建塔楼,海淀,知春路,101103000000
知春东里,2室1厅,57,南,9390,1988年建板楼,海淀,双榆树,BJ0004397626
学院南路72号院,3室1厅,63,东北,9500,1992年建板楼,海淀,白石桥,101103000000
金晖嘉园,1室1厅,68,西北,9500,1998年建塔楼,海淀,西直门,101103000000
城华园,3室1厅,99,南,9500,1998年建塔楼,海淀,学院路,101103000000
海淀南路,2室1厅,54,南,9620,1989年建板楼,海淀,苏州桥,BJ0004390196
金夕园,2室1厅,99,西南,9690,2003年建塔楼,海淀,世纪城,BJ0004400604
科育小区,2室1厅,66,南,9890,1959年建板楼,海淀,中关村,BJ0004405412
塔院小区,2室1厅,69,南,10190,1993年建板楼,海淀,牡丹园,BJ0004392219
郦城二区,2室1厅,100,南 北,10500,2003年建板楼,海淀,四季青,101103000000
博望园,2室1厅,85,东南,11000,2002年建塔楼,海淀,军博,101103000000
保利海德公园,2房间2卫,38,西,11000,2016年建塔楼,海淀,知春路,101103000000
西钓鱼台嘉园,2室1厅,91,北,11000,2008年建板塔结合,海淀,定慧寺,101103000000
海淀南路,3室1厅,77,西北,11500,1989年建塔楼,海淀,苏州桥,101103000000
远中悦莱,1室1厅,75,东,11500,2004年建塔楼,海淀,苏州桥,101103000000
今典花园,2室1厅,98,东南,12000,1998年建塔楼,海淀,小西天,101103000000
鑫雅苑,2室1厅,106,东南,12000,2000年建塔楼,海淀,皂君庙,101103000000
东升园,2室1厅,90,东,12000,1998年建塔楼,海淀,五道口,101103000000
车道沟10号院,3室2厅,107,南,12000,2000年建塔楼,海淀,紫竹桥,101103000000
软件园小区,2室1厅,79,南 北,12000,1992年建板楼,海淀,中关村,101103000000
东升园,2室1厅,92,东北,12000,1998年建塔楼,海淀,五道口,101103000000
纽约客,1室1厅,119,东,12500,2006年建塔楼,海淀,苏州桥,101103000000
铁建大院,3室2厅,101,南 西 北,13000,2002年建板塔结合,海淀,玉泉路,101103000000
东升园,3室2厅,149,南 北,13000,1996年建板楼,海淀,五道口,101103000000
西山公馆,2室1厅,119,东 西,13000,2011年建板楼,海淀,西北旺,101103000000
农科院,3室1厅,81,南 北,13000,1992年建板楼,海淀,皂君庙,101103000000
博雅西园,3室2厅,156,南 北,13000,2003年建板楼,海淀,马连洼,101103000000
垂虹园,2室1厅,107,东南,13000,2004年建塔楼,海淀,世纪城,101103000000
百旺茉莉园,3室2厅,163,南 西 北,13000,2005年建板塔结合,海淀,西北旺,101103000000
远中悦莱,1室1厅,75,东,13000,2005年建塔楼,海淀,苏州桥,101103000000
领秀新硅谷2号院,3室2厅,146,南 北,13500,2008年建板楼,海淀,西二旗,101103000000
锦顺佳园,4室2厅,152,南 北,13500,2008年建板楼,海淀,上地,101103000000
太阳园,2室1厅,105,东南,13500,2001年建塔楼,海淀,知春路,101103000000
农科院,2室1厅,80,南 西,14000,1999年建塔楼,海淀,皂君庙,101103000000
小南庄怡秀园,3室2厅,119,东 南 北,14000,1996年建塔楼,海淀,苏州桥,101103000000
成府公馆,2室1厅,104,南 北,14500,2008年建板楼,海淀,五道口,101103000000
满庭芳园,3室1厅,132,西南,14500,1999年建塔楼,海淀,双榆树,101103000000
金隅翡丽铂爵郡,3室1厅,159,南 北,15000,2014年建板楼,海淀,西三旗,101103000000
清华大学校内,3室1厅,84,南 北,15000,1985年建板楼,海淀,五道口,101103000000
光大花园,3室1厅,135,西南 北,16000,2000年建塔楼,海淀,万柳,101103000000
航南小区,3室1厅,110,东南,16000,2000年建塔楼,海淀,知春路,101103000000
碧水云天,3室1厅,117,南 西 北,16500,2003年建塔楼,海淀,万柳,101103000000
宏嘉丽园,3室1厅,144,东 西,16500,2002年建板楼,海淀,知春路,101103000000
中盛大厦,4房间2卫,166,南 北,17000,2000年建塔楼,海淀,军博,101103000000
上地佳园,4室2厅,163,南 北,17000,2004年建板塔结合,海淀,上地,101103000000
太阳园,3室1厅,109,东南 南,18000,2001年建塔楼,海淀,知春路,101103000000
康桥水郡,3室1厅,117,东 西 北,18000,2003年建板楼,海淀,万柳,101103000000
大河庄苑,3室1厅,141,南 北,18500,2005年建板楼,海淀,苏州桥,101103000000
增光佳苑,3室2厅,164,南 北,19000,2005年建板楼,海淀,甘家口,101103000000
赏竹阁,3室2厅,150,南 北,19000,2000年建板塔结合,海淀,甘家口,101103000000
碧水云天,3室2厅,136,东南,19500,2003年建塔楼,海淀,万柳,101103000000
阳春光华家园,3室2厅,158,东北,19500,2000年建塔楼,海淀,万柳,101103000000
万泉新新家园,3室2厅,136,南 北,21200,2000年建板楼,海淀,万柳,101103000000
阳春光华家园,4室1厅,176,东南,22000,2000年建塔楼,海淀,万柳,101103000000
碧水云天,4室1厅,173,南 北,25000,2003年建板楼,海淀,万柳,101103000000
汤泉逸墅,4室2厅,220,南 西 北,33000,2004年建板楼,海淀,四季青,101103000000
领秀新硅谷1号院,5室2厅,297,南 北,35000,2010年建,海淀,西二旗,101103000000
汤泉逸墅,4室2厅,191,南 北,36000,2005年建板楼,海淀,四季青,101103000000
碧水云天,5室3厅,296,南 北,38000,2003年建板楼,海淀,万柳,101103000000
龙湖唐宁one,4室2厅,339,南 西 北,75000,2011年建塔楼,海淀,五道口,101103000000
石门营新区五区,3室1厅,7,北,990,随时看房,门头沟,石门营,BJ0004390206
石门营新区七区东苑,3室1厅,7,北,990,随时看房,门头沟,石门营,BJ0003904859
石门营新区七区东苑,3室1厅,7,北,990,距离S1线石厂站1044米,门头沟,石门营,BJ0003904859
梧桐苑知秋园,3室1厅,6,西,1030,2013年建板楼,门头沟,门头沟其它,BJ0003909405
石门营新区七区南苑,3室1厅,8,西,1090,距离S1线石厂站887米,门头沟,石门营,BJ0004187269
石门营新区四区,3室1厅,8,南,1090,距离S1线石厂站446米,门头沟,石门营,BJ0004150485
石门营新区四区,3室1厅,9,西,1090,距离S1线石厂站484米,门头沟,石门营,BJ0004150359
石门营新区六区,3室1厅,10,北,1190,距离S1线石厂站810米,门头沟,石门营,BJ0004390210
石门营新区五区,3室1厅,10,北,1190,距离S1线石厂站581米,门头沟,石门营,BJ0004390207
石门营新区四区,3室1厅,11,北,1190,距离S1线石厂站422米,门头沟,石门营,BJ0003951869
石门营新区四区,3室1厅,10,北,1190,距离S1线石厂站448米,门头沟,石门营,BJ0004271250
泷悦长安牛津园,4室1厅,9,北,1190,随时看房,门头沟,门头沟其它,BJ0004124631
泷悦长安牛津园,4室1厅,9,北,1190,随时看房,门头沟,门头沟其它,BJ0004124631
泷悦长安牛津园,4室1厅,8,北,1190,随时看房,门头沟,门头沟其它,BJ0003424241
德露苑,4室1厅,8,北,1190,1999年建板楼,门头沟,滨河西区,BJ0004377913
泷悦长安牛津园,4室1厅,8,北,1290,随时看房,门头沟,门头沟其它,BJ0004364061
高家园二路1号院,3室1厅,9,南,1290,2015年建板楼,门头沟,大峪,BJ0004389143
中门寺南坡小区,3室1厅,9,西南,1290,2015年建塔楼,门头沟,大峪,BJ0004314872
石门营新区四区,3室1厅,9,南,1290,随时看房,门头沟,石门营,BJ0004150364
